iaaf,type,notes,gender,event,meters,centimeters,,points,hours,min,sec,shundreds,name,nationality,day,month,year
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,43,0,"David Jacobs, Henry Macintosh, Victor DÕArcy, William Applegarth",Great Britain & Ireland,8,7,1912
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,42,50,"Ivan Moller, Charles Luther, Ture Person, Knut Lindberg",Sweden,8,7,1912
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,42,30,"Otto Rohr, Max Herrmann, Erwin Kern, Richard Rau",Germany,8,7,1912
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,42,20,"Charles Paddock, Jackson Scholz, Loren Murchison, Morris Kirksey",USA,22,8,1920
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,42,0,"Harold Abrahams, Walter Rangeley, Lancelot Royle, William Nichol",the United Kingdom,12,7,1924
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,41,0,"Frank Hussey, Louis Clarke, Loren Murchison, Alfred LeConey",USA,13,7,1924
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,40,80,"Arthur Jonath, Richard Corts, Hubert Houben, Helmut Kornig",Germany,2,9,1928
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,40,60,"Helmut Kornig, Georg Lammers, Erich Borchmeyer, Arthur Jonath",Germany,14,6,1932
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,40,0,"Robert Kiesel, Emmett Toppino, Hector Dyer, Frank Wykoff",USA,7,8,1932
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,39,80,"Jesse Owens, Ralph Metcalfe, Foy Draper, Frank Wykoff",USA,9,8,1936
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,39,50,"Ira Murchison, Leamon King, Thane Baker, Bobby Morrow",USA,1,12,1956
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,39,10,"Hayes Jones, Francis Budd, Charles Frazier, Paul Drayton",USA,15,7,1961
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,39,0,"Paul Drayton, Gerald Ashworth, Richard Stebbins, Robert Hayes",USA,21,10,1964
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,38,30,"Errol Stewart, Michael Fray, Clifton Forbes, Lennox Miller",Jamaica,19,10,1968
post,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,38,20,"Charles Greene, Melvin Pender, Ronnie Ray Smith, James Hines",USA,20,10,1968
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,38,19,"Larry Black, Robert Taylor, Gerald Tinker, Eddie Hart",USA,10,9,1972
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,38,3,"William Collins, Steve Riddick, Cliff Wiley, Steve Williams",USA,3,9,1977
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,86,"Emmit King, Willie Gault, Calvin Smith, Carl Lewis",USA,10,8,1983
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,83,"Sam Graddy, Ronald Brown, Calvin Smith, Carl Lewis",USA,11,8,1984
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,79,"Max Moriniere, Daniel Sangouma, Jean-Charles Trouabal, Bruno Marie-Rose",FRA,1,9,1990
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,67,"Michael Marsh, Leroy Burrell, Dennis Mitchell, Carl Lewis",USA,7,8,1991
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,50,"Andre Cason, Leroy Burrell, Dennis Mitchell, Carl Lewis",USA,1,9,1991
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,40,"Michael Marsh, Leroy Burrell, Dennis Mitchell, Carl Lewis",USA,8,8,1992
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,10,"Nesta Carter, Michael Frater, Usain Bolt, Asafa Powell",Jamaica,22,8,2008
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,37,4,"Nesta Carter, Michael Frater, Yohan Blake, Usain Bolt",Jamaica,4,9,2011
post,speed,Automatic timing,Men,4 x 100 m relay,null,null,,null,null,0,36,84,"Nesta Carter, Michael Frater, Yohan Blake, Usain Bolt",Jamaica,11,8,2012
pre,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,34,20,"John Chapman, George McCampbell, Irving Brokaw, Theodore Turner",USA,13,5,1893
pre,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,25,40,"Louis Sayer, Norman William Bingham, William Garcelon, Sherman Merrill",USA,30,5,1893
pre,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,22,80,Yale University,USA,30,5,1895
pre,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,21,40,"Maxwell Long, Harry Lyons, Thomas Burke, Bernard Wefers Snr",USA,28,8,1897
pre,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,20,60,"Charles Cassasa, Mel Sheppard, James Rosenberger, William Robbins",USA,25,9,1909
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,18,20,"Harry Schaaf, Mel Sheppard, Harry Gissing, James Rosenberger",USA,4,9,1911
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,16,60,"Mel Sheppard, Edward Lindberg, ""Ted"" Meredith, Charles Reidpath",USA,15,7,1912
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,16,0,"Commodore Cochran, William Stevenson, Oliver MacDonald, Alan Helffrich",USA,13,7,1924
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,14,20,"George Baird, Fred Alderman, Bud Spencer, Raymond Barbuti",USA,5,8,1928
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,13,40,"George Baird, Morgan Taylor, Raymond Barbuti, Bud Spencer",USA,11,8,1928
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,12,60,"Maynor Shove, Alvin Hables, Leslie Hables, Ben Eastman",USA,8,5,1931
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,8,20,"Ivan Fuqua, Edgar Ablowich, Karl Warner, Bill Carr",USA,7,8,1932
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,3,90,"Arthur Wint, Leslie Laing, Herbert McKenley, George Rhoden",Jamaica,27,7,1952
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,2,20,"Jack Yerman, Earl Young, Glenn Davis, Otis Davis",USA,8,9,1960
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,3,0,70,"Ollan Cassell, Michael Larrabee, Ulis Williams, Henry Carr",USA,21,10,1964
post,speed,Hand timing,Men,4 x 400 m relay,null,null,,null,null,2,59,60,"Robert Frey, Lee Evans, Tommie Smith, Theron Lewis",USA,24,7,1966
post,speed,Automatic timing,Men,4 x 400 m relay,null,null,,null,null,2,56,16,"Vince Matthews, Ronald Freeman II, Larry James, Lee Evans",USA,20,10,1968
post,speed,Automatic timing,Men,4 x 400 m relay,null,null,,null,null,2,55,74,"Andrew Valmon, Quincy Watts, Michael Johnson, Steve Lewis",USA,8,8,1992
post,speed,Automatic timing,Men,4 x 400 m relay,null,null,,null,null,2,54,29,"Andrew Valmon, Quincy Watts, ""Butch"" Reynolds, Michael Johnson",USA,22,8,1993
pre,speed,Hand timing,Men,400 m,null,null,,null,null,0,53,50,Edward Hunt,Great Britain & Ireland,17,5,1865
pre,speed,Hand timing,Men,400 m,null,null,,null,null,0,50,25,Charles Guy Pym,Great Britain & Ireland,11,11,1865
pre,speed,Hand timing,Men,400 m,null,null,,null,null,0,48,25,Richard Buttery,Great Britain & Ireland,4,10,1873
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,47,80,Maxie W. Long,USA,29,9,1900
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,47,40,"""Ted"" Meredith",USA,27,5,1916
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,47,0,"""Bud"" Spencer",USA,12,5,1928
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,46,40,Ben Eastman,USA,26,3,1932
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,46,20,Bill Carr,USA,5,8,1932
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,46,10,Archie Williams,USA,19,6,1936
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,46,0,Rudolf Harbig,Germany,12,8,1939
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,45,90,Herb McKenley,Jamaica,2,7,1948
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,45,80,George Rhoden,Jamaica,22,8,1950
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,45,40,Lou Jones,USA,18,3,1955
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,45,20,Lou Jones,USA,30,6,1956
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,44,90,Otis Davis,USA,6,9,1960
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,44,50,Tommie Smith,USA,20,5,1967
post,speed,Hand timing,Men,400 m,null,null,,null,null,0,44,10,"""Larry"" James",USA,14,9,1968
post,speed,Automatic timing,Men,400 m,null,null,,null,null,0,43,86,Lee Evans,USA,18,10,1968
post,speed,Automatic timing,Men,400 m,null,null,,null,null,0,43,29,"""Butch"" Reynolds",USA,17,8,1988
post,speed,Automatic timing,Men,400 m,null,null,,null,null,0,43,18,Michael Johnson,USA,26,8,1999
pre,speed,Automatic timing,Men,400 m,null,null,,null,null,0,43,3,Wayde van Niekerk,RSA,14,8,2016
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,1,7,0,N. Paterson,Great Britain & Ireland,27,4,1867
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,1,4,0,H. Hart,Great Britain & Ireland,25,4,1868
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,1,2,25,R. R. Jones,Great Britain & Ireland,6,8,1870
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,1,1,0,C. Cranswick,Great Britain & Ireland,27,7,1871
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,1,0,75,R. C. Miller,Great Britain & Ireland,10,6,1873
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,59,80,Samuel Morris,Great Britain & Ireland,5,7,1886
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,59,0,Samuel Morris,Great Britain & Ireland,7,8,1886
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,58,80,Terence Donovan,Great Britain & Ireland,7,8,1894
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,57,80,Terence Donovan,Great Britain & Ireland,13,6,1896
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,57,20,Georges Filliatre,FRA,28,6,1903
pre,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,55,80,Charles Bacon,USA,6,6,1908
post,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,55,0,Charles J. Bacon,USA,22,7,1908
post,speed,Hand timing,Men,400 m hurdles,null,null,,null,null,0,54,20,John Norton,USA,26,6,1920
